Numero_expedient;Descripcio_causa_mediata
2018S007951    ;No hi ha causa mediata
2018S001754    ;AlcoholÃ¨mia
2018S009257    ;No hi ha causa mediata
2018S009246    ;No hi ha causa mediata
2018S006764    ;No hi ha causa mediata
2018S008156    ;No hi ha causa mediata
2018S007337    ;AlcoholÃ¨mia
2018S002426    ;No hi ha causa mediata
2018S001125    ;No hi ha causa mediata
2018S002542    ;No hi ha causa mediata
2018S007246    ;No hi ha causa mediata
2018S004352    ;No hi ha causa mediata
2018S004409    ;No hi ha causa mediata
2018S007700    ;No hi ha causa mediata
2018S005707    ;No hi ha causa mediata
2018S006913    ;No hi ha causa mediata
2018S007969    ;ExcÃ©s de velocitat o inadequada
2018S002494    ;AlcoholÃ¨mia
2018S006207    ;No hi ha causa mediata
2018S002393    ;No hi ha causa mediata
2018S007738    ;No hi ha causa mediata
2018S004963    ;No hi ha causa mediata
2018S007342    ;No hi ha causa mediata
2018S000482    ;No hi ha causa mediata
2018S005325    ;No hi ha causa mediata
2018S008767    ;No hi ha causa mediata
2018S008936    ;No hi ha causa mediata
2018S000237    ;No hi ha causa mediata
2018S002493    ;No hi ha causa mediata
2018S004706    ;No hi ha causa mediata
2018S005905    ;No hi ha causa mediata
2018S008301    ;No hi ha causa mediata
2018S003385    ;No hi ha causa mediata
2018S001515    ;AlcoholÃ¨mia
2018S004574    ;No hi ha causa mediata
2018S000392    ;No hi ha causa mediata
2018S009441    ;No hi ha causa mediata
2018S008982    ;No hi ha causa mediata
2018S002152    ;No hi ha causa mediata
2018S000749    ;ExcÃ©s de velocitat o inadequada
2018S004342    ;No hi ha causa mediata
2018S004883    ;No hi ha causa mediata
2018S009197    ;AlcoholÃ¨mia
2018S009175    ;No hi ha causa mediata
2018S000814    ;No hi ha causa mediata
2018S002589    ;No hi ha causa mediata
2018S009382    ;No hi ha causa mediata
2018S005469    ;No hi ha causa mediata
2018S002887    ;No hi ha causa mediata
2018S006972    ;No hi ha causa mediata
2018S007304    ;No hi ha causa mediata
2018S003578    ;No hi ha causa mediata
2018S004576    ;No hi ha causa mediata
2018S008979    ;No hi ha causa mediata
2018S000042    ;No hi ha causa mediata
2018S004966    ;No hi ha causa mediata
2018S004834    ;No hi ha causa mediata
2018S001837    ;No hi ha causa mediata
2018S009287    ;No hi ha causa mediata
2018S004439    ;No hi ha causa mediata
2018S005915    ;No hi ha causa mediata
2018S005908    ;No hi ha causa mediata
2018S009917    ;No hi ha causa mediata
2018S005244    ;No hi ha causa mediata
2018S001563    ;No hi ha causa mediata
2018S008942    ;No hi ha causa mediata
2018S000643    ;No hi ha causa mediata
2018S000954    ;ExcÃ©s de velocitat o inadequada
2018S007222    ;No hi ha causa mediata
2018S007524    ;No hi ha causa mediata
2018S001997    ;No hi ha causa mediata
2018S000103    ;No hi ha causa mediata
2018S004139    ;No hi ha causa mediata
2018S009510    ;No hi ha causa mediata
2018S005892    ;No hi ha causa mediata
2018S002481    ;No hi ha causa mediata
2018S003476    ;No hi ha causa mediata
2018S004476    ;No hi ha causa mediata
2018S006796    ;No hi ha causa mediata
2018S008327    ;No hi ha causa mediata
2018S007628    ;No hi ha causa mediata
2018S001910    ;No hi ha causa mediata
2018S006849    ;No hi ha causa mediata
2018S008072    ;No hi ha causa mediata
2018S001238    ;No hi ha causa mediata
2018S006428    ;No hi ha causa mediata
2018S001108    ;No hi ha causa mediata
2018S001290    ;No hi ha causa mediata
2018S003007    ;No hi ha causa mediata
2018S007570    ;No hi ha causa mediata
2018S009594    ;No hi ha causa mediata
2018S002802    ;No hi ha causa mediata
2018S001617    ;No hi ha causa mediata
2018S000566    ;No hi ha causa mediata
2018S007055    ;No hi ha causa mediata
2018S002781    ;No hi ha causa mediata
2018S001711    ;No hi ha causa mediata
2018S005607    ;No hi ha causa mediata
2018S001855    ;No hi ha causa mediata
2018S004813    ;No hi ha causa mediata
2018S005627    ;No hi ha causa mediata
2018S001574    ;No hi ha causa mediata
2018S005417    ;No hi ha causa mediata
2018S008761    ;No hi ha causa mediata
2018S008218    ;No hi ha causa mediata
2018S006300    ;No hi ha causa mediata
2018S002751    ;No hi ha causa mediata
2018S000531    ;No hi ha causa mediata
2018S001015    ;ExcÃ©s de velocitat o inadequada
2018S000528    ;No hi ha causa mediata
2018S007530    ;No hi ha causa mediata
2018S004648    ;No hi ha causa mediata
2018S007290    ;No hi ha causa mediata
2018S005233    ;AlcoholÃ¨mia
2018S005506    ;No hi ha causa mediata
2018S005372    ;No hi ha causa mediata
2018S006404    ;No hi ha causa mediata
2018S002934    ;No hi ha causa mediata
2018S000607    ;No hi ha causa mediata
2018S004223    ;No hi ha causa mediata
2018S008444    ;No hi ha causa mediata
2018S006646    ;No hi ha causa mediata
2018S008464    ;No hi ha causa mediata
2018S002067    ;No hi ha causa mediata
2018S003321    ;No hi ha causa mediata
2018S002268    ;No hi ha causa mediata
2018S003056    ;No hi ha causa mediata
2018S007039    ;No hi ha causa mediata
2018S001423    ;No hi ha causa mediata
2018S001653    ;No hi ha causa mediata
2018S004882    ;No hi ha causa mediata
2018S004905    ;No hi ha causa mediata
2018S000191    ;No hi ha causa mediata
2018S005631    ;No hi ha causa mediata
2018S006043    ;No hi ha causa mediata
2018S003890    ;No hi ha causa mediata
2018S008225    ;No hi ha causa mediata
2018S006547    ;No hi ha causa mediata
2018S000986    ;No hi ha causa mediata
2018S007466    ;No hi ha causa mediata
2018S006083    ;No hi ha causa mediata
2018S006369    ;No hi ha causa mediata
2018S007898    ;No hi ha causa mediata
2018S002479    ;No hi ha causa mediata
2018S008689    ;No hi ha causa mediata
2018S001324    ;AlcoholÃ¨mia
2018S003645    ;No hi ha causa mediata
2018S004975    ;No hi ha causa mediata
2018S002209    ;No hi ha causa mediata
2018S003788    ;No hi ha causa mediata
2018S001572    ;No hi ha causa mediata
2018S009395    ;No hi ha causa mediata
2018S008727    ;No hi ha causa mediata
2018S009058    ;No hi ha causa mediata
2018S000655    ;No hi ha causa mediata
2018S008011    ;No hi ha causa mediata
2018S009056    ;No hi ha causa mediata
2018S004249    ;No hi ha causa mediata
2018S003834    ;No hi ha causa mediata
2018S008540    ;No hi ha causa mediata
2018S006318    ;No hi ha causa mediata
2018S003662    ;No hi ha causa mediata
2018S005564    ;No hi ha causa mediata
2018S009347    ;No hi ha causa mediata
2018S006785    ;No hi ha causa mediata
2018S002207    ;No hi ha causa mediata
2018S009541    ;No hi ha causa mediata
2018S008204    ;No hi ha causa mediata
2018S003406    ;No hi ha causa mediata
2018S006081    ;No hi ha causa mediata
2018S008001    ;No hi ha causa mediata
2018S005775    ;No hi ha causa mediata
2018S003062    ;No hi ha causa mediata
2018S008051    ;No hi ha causa mediata
2018S001568    ;No hi ha causa mediata
2018S004366    ;No hi ha causa mediata
2018S001944    ;No hi ha causa mediata
2018S006220    ;No hi ha causa mediata
2018S007896    ;No hi ha causa mediata
2018S003815    ;No hi ha causa mediata
2018S003881    ;No hi ha causa mediata
2018S007611    ;No hi ha causa mediata
2018S009211    ;No hi ha causa mediata
2018S004549    ;No hi ha causa mediata
2018S001816    ;No hi ha causa mediata
2018S002708    ;No hi ha causa mediata
2018S008128    ;No hi ha causa mediata
2018S006715    ;No hi ha causa mediata
2018S003280    ;No hi ha causa mediata
2018S003777    ;No hi ha causa mediata
2018S009095    ;No hi ha causa mediata
2018S003506    ;No hi ha causa mediata
2018S009592    ;No hi ha causa mediata
2018S002125    ;No hi ha causa mediata
2018S001061    ;No hi ha causa mediata
2018S006861    ;No hi ha causa mediata
2018S003283    ;No hi ha causa mediata
2018S007715    ;No hi ha causa mediata
2018S004299    ;No hi ha causa mediata
2018S001872    ;No hi ha causa mediata
2018S003491    ;No hi ha causa mediata
2018S000145    ;No hi ha causa mediata
2018S006703    ;No hi ha causa mediata
2018S005542    ;No hi ha causa mediata
2018S005991    ;No hi ha causa mediata
2018S007955    ;No hi ha causa mediata
2018S000808    ;No hi ha causa mediata
2018S009219    ;No hi ha causa mediata
2018S005813    ;No hi ha causa mediata
2018S004840    ;No hi ha causa mediata
2018S008397    ;No hi ha causa mediata
2018S007595    ;No hi ha causa mediata
2018S002729    ;No hi ha causa mediata
2018S005282    ;No hi ha causa mediata
2018S004378    ;No hi ha causa mediata
2018S005476    ;No hi ha causa mediata
2018S003212    ;No hi ha causa mediata
2018S003824    ;No hi ha causa mediata
2018S004658    ;No hi ha causa mediata
2018S000587    ;No hi ha causa mediata
2018S005526    ;No hi ha causa mediata
2018S009469    ;No hi ha causa mediata
2018S000732    ;No hi ha causa mediata
2018S005261    ;AlcoholÃ¨mia
2018S004504    ;No hi ha causa mediata
2018S008781    ;No hi ha causa mediata
2018S006413    ;No hi ha causa mediata
2018S007003    ;Factors meteorolÃ²gics
2018S003455    ;No hi ha causa mediata
2018S006526    ;No hi ha causa mediata
2018S008016    ;No hi ha causa mediata
2018S006296    ;No hi ha causa mediata
2018S001819    ;No hi ha causa mediata
2018S008041    ;No hi ha causa mediata
2018S003895    ;No hi ha causa mediata
2018S004293    ;No hi ha causa mediata
2018S000665    ;No hi ha causa mediata
2018S002030    ;No hi ha causa mediata
2018S008722    ;No hi ha causa mediata
2018S007856    ;No hi ha causa mediata
2018S001737    ;No hi ha causa mediata
2018S002465    ;No hi ha causa mediata
2018S005303    ;No hi ha causa mediata
2018S002613    ;No hi ha causa mediata
2018S009245    ;AlcoholÃ¨mia
2018S006742    ;No hi ha causa mediata
2018S002988    ;No hi ha causa mediata
2018S009329    ;No hi ha causa mediata
2018S001319    ;No hi ha causa mediata
2018S007581    ;No hi ha causa mediata
2018S008911    ;No hi ha causa mediata
2018S006684    ;No hi ha causa mediata
2018S006874    ;No hi ha causa mediata
2018S008308    ;No hi ha causa mediata
2018S006930    ;No hi ha causa mediata
2018S005861    ;No hi ha causa mediata
2018S008241    ;No hi ha causa mediata
2018S002609    ;No hi ha causa mediata
2018S008618    ;No hi ha causa mediata
2018S007921    ;No hi ha causa mediata
2018S001557    ;AlcoholÃ¨mia
2018S003816    ;No hi ha causa mediata
2018S007446    ;No hi ha causa mediata
2018S003822    ;No hi ha causa mediata
2018S001180    ;No hi ha causa mediata
2018S001873    ;No hi ha causa mediata
2018S005629    ;No hi ha causa mediata
2018S005935    ;No hi ha causa mediata
2018S000081    ;No hi ha causa mediata
2018S009908    ;No hi ha causa mediata
2018S002888    ;No hi ha causa mediata
2018S007307    ;No hi ha causa mediata
2018S007821    ;No hi ha causa mediata
2018S002997    ;CalÃ§ada en mal estat
2018S008285    ;No hi ha causa mediata
2018S004936    ;No hi ha causa mediata
2018S001757    ;No hi ha causa mediata
2018S001732    ;No hi ha causa mediata
2018S003013    ;No hi ha causa mediata
2018S000350    ;No hi ha causa mediata
2018S003993    ;No hi ha causa mediata
2018S005828    ;No hi ha causa mediata
2018S004294    ;No hi ha causa mediata
2018S007116    ;No hi ha causa mediata
2018S001277    ;No hi ha causa mediata
2018S001312    ;No hi ha causa mediata
2018S000866    ;No hi ha causa mediata
2018S006123    ;ExcÃ©s de velocitat o inadequada
2018S003825    ;No hi ha causa mediata
2018S009317    ;No hi ha causa mediata
2018S007353    ;No hi ha causa mediata
2018S002244    ;No hi ha causa mediata
2018S004607    ;No hi ha causa mediata
2018S006552    ;No hi ha causa mediata
2018S004430    ;No hi ha causa mediata
2018S005666    ;No hi ha causa mediata
2018S004587    ;No hi ha causa mediata
2018S000597    ;No hi ha causa mediata
2018S006665    ;No hi ha causa mediata
2018S008759    ;No hi ha causa mediata
2018S006027    ;No hi ha causa mediata
2018S000549    ;No hi ha causa mediata
2018S007909    ;No hi ha causa mediata
2018S003464    ;No hi ha causa mediata
2018S001024    ;No hi ha causa mediata
2018S006007    ;No hi ha causa mediata
2018S002058    ;No hi ha causa mediata
2018S000789    ;No hi ha causa mediata
2018S009297    ;No hi ha causa mediata
2018S001655    ;No hi ha causa mediata
2018S007503    ;No hi ha causa mediata
2018S002240    ;No hi ha causa mediata
2018S001020    ;No hi ha causa mediata
2018S002031    ;No hi ha causa mediata
2018S001175    ;No hi ha causa mediata
2018S004325    ;No hi ha causa mediata
2018S008134    ;No hi ha causa mediata
2018S008614    ;No hi ha causa mediata
2018S004438    ;No hi ha causa mediata
2018S002964    ;No hi ha causa mediata
2018S005558    ;No hi ha causa mediata
2018S007944    ;No hi ha causa mediata
2018S008513    ;AlcoholÃ¨mia
2018S007285    ;No hi ha causa mediata
2018S005411    ;No hi ha causa mediata
2018S007673    ;No hi ha causa mediata
2018S008594    ;No hi ha causa mediata
2018S008324    ;No hi ha causa mediata
2018S004699    ;No hi ha causa mediata
2018S007349    ;No hi ha causa mediata
2018S000143    ;No hi ha causa mediata
2018S007991    ;AlcoholÃ¨mia
2018S003745    ;No hi ha causa mediata
2018S002358    ;No hi ha causa mediata
2018S001619    ;No hi ha causa mediata
2018S000674    ;No hi ha causa mediata
2018S002336    ;AlcoholÃ¨mia
2018S000115    ;AlcoholÃ¨mia
2018S002491    ;AlcoholÃ¨mia
2018S002237    ;No hi ha causa mediata
2018S003157    ;No hi ha causa mediata
2018S004728    ;No hi ha causa mediata
2018S008800    ;No hi ha causa mediata
2018S007226    ;No hi ha causa mediata
2018S003687    ;No hi ha causa mediata
2018S002308    ;No hi ha causa mediata
2018S000770    ;No hi ha causa mediata
2018S000129    ;No hi ha causa mediata
2018S009159    ;No hi ha causa mediata
2018S004398    ;No hi ha causa mediata
2018S007412    ;No hi ha causa mediata
2018S006956    ;No hi ha causa mediata
2018S008560    ;No hi ha causa mediata
2018S008226    ;ExcÃ©s de velocitat o inadequada
2018S008579    ;No hi ha causa mediata
2018S001148    ;AlcoholÃ¨mia
2018S000602    ;No hi ha causa mediata
2018S001514    ;No hi ha causa mediata
2018S001132    ;No hi ha causa mediata
2018S002518    ;No hi ha causa mediata
2018S008899    ;No hi ha causa mediata
2018S001165    ;No hi ha causa mediata
2018S009952    ;No hi ha causa mediata
2018S003791    ;No hi ha causa mediata
2018S008790    ;AlcoholÃ¨mia
2018S004784    ;No hi ha causa mediata
2018S007837    ;No hi ha causa mediata
2018S003354    ;AlcoholÃ¨mia
2018S004483    ;No hi ha causa mediata
2018S007175    ;No hi ha causa mediata
2018S004230    ;No hi ha causa mediata
2018S008476    ;No hi ha causa mediata
2018S000778    ;No hi ha causa mediata
2018S002864    ;No hi ha causa mediata
2018S008317    ;No hi ha causa mediata
2018S007150    ;No hi ha causa mediata
2018S002359    ;ExcÃ©s de velocitat o inadequada
2018S002863    ;AlcoholÃ¨mia
2018S004395    ;Factors meteorolÃ²gics
2018S008358    ;ExcÃ©s de velocitat o inadequada
2018S003956    ;No hi ha causa mediata
2018S007930    ;AlcoholÃ¨mia
2018S008159    ;No hi ha causa mediata
2018S008420    ;No hi ha causa mediata
2018S004095    ;No hi ha causa mediata
2018S001827    ;No hi ha causa mediata
2018S004283    ;No hi ha causa mediata
2018S004183    ;No hi ha causa mediata
2018S005393    ;No hi ha causa mediata
2018S005512    ;No hi ha causa mediata
2018S006211    ;No hi ha causa mediata
2018S005578    ;No hi ha causa mediata
2018S009925    ;No hi ha causa mediata
2018S006464    ;No hi ha causa mediata
2018S005592    ;No hi ha causa mediata
2018S006690    ;No hi ha causa mediata
2018S004185    ;No hi ha causa mediata
2018S005639    ;No hi ha causa mediata
2018S001161    ;No hi ha causa mediata
2018S004151    ;No hi ha causa mediata
2018S001736    ;No hi ha causa mediata
2018S006187    ;No hi ha causa mediata
2018S008336    ;No hi ha causa mediata
2018S002981    ;No hi ha causa mediata
